0.85421747	1.50887072	0.53571248	3072	Marker-3072	0.53538889	1.19161999	0.63423085	3073	Marker-3073	0.98536533	1.46084118	0.38299295	3035	Marker-3035	1.06405044	1.18740535	0.35081437	2904	Marker-2904	0.60004652	0.96216297	0.34687778	3074	Marker-3074	0.76059383	1.00672483	0.20341299	3065	Marker-3065	0.66174829	1.4750787	0.61211157	3036	Marker-3036
0.85432547	1.50871325	0.53557676	3072	Marker-3072	0.5352481	1.19175291	0.63387471	3073	Marker-3073	0.98546344	1.46066177	0.38287145	3035	Marker-3035	1.06383395	1.18713176	0.3506451	2904	Marker-2904	0.59942526	0.96275824	0.34607556	3074	Marker-3074	0.76024956	1.00719666	0.20268179	3065	Marker-3065	0.66184223	1.47510016	0.61194175	3036	Marker-3036
0.85443562	1.50855577	0.53542483	3072	Marker-3072	0.53507686	1.19187629	0.63351047	3073	Marker-3073	0.98554701	1.46046352	0.38272667	3035	Marker-3035	1.0635798	1.18682063	0.35044014	2904	Marker-2904	0.59874976	0.9633646	0.34521911	3074	Marker-3074	0.75983196	1.0076946	0.20193785	3065	Marker-3065	0.66192186	1.47512317	0.61176103	3036	Marker-3036
0.85454023	1.50839865	0.53525227	3072	Marker-3072	0.53488284	1.19202459	0.63306719	3073	Marker-3073	0.98562872	1.46026599	0.38256356	3035	Marker-3035	1.06330013	1.18653798	0.35015643	2904	Marker-2904	0.59798652	0.9640854	0.34429687	3074	Marker-3074	0.75943398	1.00817835	0.2011793	3065	Marker-3065	0.66199559	1.47516072	0.61157984	3036	Marker-3036
0.85465425	1.50825071	0.53506422	3072	Marker-3072	0.53464615	1.19221199	0.63256729	3073	Marker-3073	0.98570454	1.46006596	0.3823677	3035	Marker-3035	1.06301296	1.18626046	0.34986138	2904	Marker-2904	0.59723473	0.96473491	0.34336776	3074	Marker-3074	0.75901908	1.00865328	0.20033742	3065	Marker-3065	0.66208458	1.47519839	0.6114037	3036	Marker-3036
0.85479033	1.50807548	0.5348385	3072	Marker-3072	0.53440815	1.19238496	0.63211876	3073	Marker-3073	0.98575008	1.45985222	0.38214666	3035	Marker-3035	1.06268203	1.18595123	0.34951279	2904	Marker-2904	0.5963763	0.96555978	0.34235293	3074	Marker-3074	0.75858712	1.00909376	0.1994015	3065	Marker-3065	0.6621803	1.47524977	0.6112057	3036	Marker-3036
0.85490978	1.50790501	0.53459388	3072	Marker-3072	0.53409004	1.19263721	0.63153905	3073	Marker-3073	0.98573112	1.45955837	0.38181585	3035	Marker-3035	1.0623318	1.18566358	0.34911615	2904	Marker-2904	0.59547573	0.96646094	0.34113178	3074	Marker-3074	0.75808275	1.0095197	0.19845356	3065	Marker-3065	0.66229635	1.47529209	0.61098415	3036	Marker-3036
0.85501629	1.50777829	0.53434789	3072	Marker-3072	0.53377205	1.19286227	0.63098216	3073	Marker-3073	0.98573536	1.45959771	0.38171333	3035	Marker-3035	1.06199241	1.18537307	0.34868294	2904	Marker-2904	0.59454548	0.9673968	0.33997232	3074	Marker-3074	0.75763732	1.00983965	0.19763018	3065	Marker-3065	0.66240954	1.47536588	0.61078596	3036	Marker-3036
0.85511714	1.50762677	0.53404367	3072	Marker-3072	0.53332967	1.19315469	0.63032317	3073	Marker-3073	0.98573542	1.45937109	0.38136441	3035	Marker-3035	1.0615598	1.18503213	0.34820426	2904	Marker-2904	0.59363312	0.9684878	0.33864039	3074	Marker-3074	0.75710779	1.01041234	0.19640592	3065	Marker-3065	0.66252422	1.47543931	0.61058795	3036	Marker-3036
0.85521787	1.50750089	0.53373551	3072	Marker-3072	0.53286654	1.19343114	0.62965161	3073	Marker-3073	0.98578018	1.45898986	0.38086152	3035	Marker-3035	1.06114149	1.18478489	0.34768698	2904	Marker-2904	0.59269178	0.96961147	0.33730125	3074	Marker-3074	0.75659174	1.01081991	0.19533883	3065	Marker-3065	0.66263324	1.4755224	0.61035991	3036	Marker-3036
